Cm,Ch,Bm,Bh,T,sR,sG,sB,L,A,B
0.0425,0.003,0.01,0.6,0.115,221,174,124,74.3661984103743,11.020276227184766,32.233812398138674
0.0425,0.003,0.01,0.6,0.12,221,172,122,74.01872390981559,11.600482396925793,32.51063861315051
0.0425,0.003,0.01,0.6,0.125,222,171,121,73.85903525485188,12.2707272578777,32.988457964334806
0.0425,0.003,0.01,0.6,0.13,221,171,124,73.6247557776378,12.589305496995717,31.33980405210359
0.0425,0.003,0.01,0.6,0.135,220,168,124,72.92868235072308,13.60439552769882,30.115142358288583
0.0425,0.003,0.01,0.65,0.115,222,173,123,74.21957257353203,11.626889410942587,32.50411639300659
0.0425,0.003,0.01,0.65,0.12,222,172,122,73.92708754311649,12.216765309347732,32.538659724845154
0.0425,0.003,0.01,0.65,0.125,223,171,120,73.74301082411583,12.951495486990428,33.55377657160867
0.0425,0.003,0.01,0.65,0.13,222,170,122,73.43857619670301,13.480671895088115,31.985176879557375
0.0425,0.003,0.01,0.65,0.135,222,168,121,72.9624518467604,13.997091400674677,31.820240802984955
0.0425,0.003,0.01,0.75,0.115,223,173,124,74.3030567755124,12.241215246806936,32.17326361590729
0.0425,0.003,0.01,0.75,0.12,223,172,121,73.95947200448268,12.383561208579808,33.15367479239211
0.0425,0.003,0.01,0.75,0.125,223,171,121,73.88222438964296,12.745231248899813,33.215620410775855
0.0425,0.003,0.01,0.75,0.13,222,170,122,73.61319192449147,13.142337330669495,32.32885394945717
0.0425,0.003,0.01,0.75,0.135,222,168,121,73.07392921343258,13.721340563834673,32.199565377717335
0.0425,0.003,0.01,0.8,0.115,225,173,123,74.50275179673953,12.788890417696985,32.99110671161489
0.0425,0.003,0.01,0.8,0.12,224,173,120,74.38145902065246,12.266074031566099,34.18241179076844
0.0425,0.003,0.01,0.8,0.125,223,170,119,73.73327855023076,13.17621168787636,33.82297586994494
0.0425,0.003,0.01,0.8,0.13,223,170,121,73.57090229948906,13.608428932539052,32.814280628417606
0.0425,0.003,0.01,0.8,0.135,222,169,120,73.14644645797176,13.491963437306186,32.67661505158206
